200,0.128822518,0.126514195
200.2,0.117581519,0.123136104
200.4,0.125130467,0.120717477
200.6,0.121737882,0.119258313
200.8,0.104534141,0.118758613
201,0.133630268,0.118929436
201.2,0.123771458,0.121215085
201.4,0.111950525,0.12780256
201.6,0.130452649,0.129710719
201.8,0.141085146,0.126958016
202,0.132355313,0.12501003
202.2,0.10879283,0.126202498
202.4,0.123100325,0.121453453
202.6,0.116538664,0.119589306
202.8,0.138727201,0.125220122
203,0.120261426,0.13298054
203.2,0.136506504,0.137165804
203.4,0.148749106,0.141437009
203.6,0.142716828,0.143482304
203.8,0.143931105,0.143038288
204,0.139663754,0.139900138
204.2,0.139808493,0.137736504
204.4,0.122807601,0.136468458
204.6,0.145585525,0.132117788
204.8,0.135936609,0.133395631
205,0.127313686,0.137042958
205.2,0.127690456,0.137180992
205.4,0.151461668,0.132214001
205.6,0.136033055,0.128072173
205.8,0.112527473,0.128158468
206,0.120963624,0.125698028
206.2,0.120427919,0.122586937
206.4,0.143234033,0.126904434
206.6,0.12549451,0.132014326
206.8,0.131785901,0.137234534
207,0.138379326,0.136917463
207.2,0.139472737,0.137723153
207.4,0.149355142,0.138490293
207.6,0.123127078,0.140874381
207.8,0.147791351,0.138589067
208,0.129152281,0.136148135
208.2,0.151404373,0.13512952
208.4,0.120679514,0.136234054
208.6,0.133070831,0.130416729
208.8,0.136182272,0.130188644
209,0.126493039,0.12865276
209.2,0.124478391,0.133532413
209.4,0.137174345,0.130849174
209.6,0.136508982,0.129067966
209.8,0.132413648,0.133580047
210,0.121607061,0.136373935
210.2,0.136779487,0.133976725
210.4,0.153352463,0.135896608
210.6,0.133864677,0.14143015
210.8,0.128283969,0.143064303
211,0.15145121,0.138040024
211.2,0.148744447,0.139749258
211.4,0.127678583,0.142146633
211.6,0.136114397,0.144506734
211.8,0.161345913,0.140424134
212,0.132901682,0.141834232
212.2,0.148765256,0.144844934
212.4,0.130965845,0.144049509
212.6,0.148813364,0.13736367
212.8,0.142232286,0.139052283
213,0.137077707,0.138480867
213.2,0.12240699,0.137913033
213.4,0.149314882,0.137704794
213.6,0.141546312,0.137249589
213.8,0.128910802,0.134845492
214,0.144501068,0.133726222
214.2,0.119808909,0.13224858
214.4,0.128081582,0.134839899
214.6,0.14414396,0.137351086
214.8,0.14852548,0.135900944
215,0.133966431,0.140767529
215.2,0.133242656,0.138893368
215.4,0.13293799,0.135838695
215.6,0.146829804,0.134199562
215.8,0.130531805,0.136010795
216,0.136399567,0.139001529
216.2,0.136470212,0.140625893
216.4,0.14635015,0.142141621
216.6,0.15167586,0.146023853
216.8,0.141754593,0.147144641
217,0.147153743,0.14493459
217.2,0.143429348,0.143891217
217.4,0.14346633,0.142927663
217.6,0.136477554,0.143897262
217.8,0.152684386,0.142376403
218,0.140747069,0.144315735
218.2,0.1441292,0.145425643
218.4,0.142287709,0.146747669
218.6,0.153123577,0.145555942
218.8,0.143198269,0.144236889
219,0.143969352,0.1416788
219.2,0.138519287,0.140388479
219.4,0.131729129,0.139174751
219.6,0.144323609,0.140195719
219.8,0.146392278,0.142921901
220,0.145197642,0.146712725
220.2,0.144867557,0.149766389
220.4,0.154759578,0.148360447
220.6,0.148864347,0.147089669
220.8,0.147033358,0.147263579
221,0.141739716,0.149166201
221.2,0.148625511,0.150722351
221.4,0.158051021,0.15276894
221.6,0.160639473,0.155056552
221.8,0.153042721,0.155054203
222,0.148415722,0.154292007
222.2,0.154397385,0.151581572
222.4,0.14769307,0.147509164
222.6,0.155161622,0.148642782
222.8,0.143126193,0.152295102
223,0.144647362,0.153408179
223.2,0.167610831,0.153445505
223.4,0.16169109,0.152970214
223.6,0.145682027,0.157591886
223.8,0.147565068,0.156372898
224,0.161216356,0.154488012
224.2,0.167626457,0.15617538
224.4,0.146751912,0.157563546
224.6,0.160170495,0.156853222
224.8,0.154120717,0.155429087
225,0.154626059,0.159695061
225.2,0.163415147,0.161157258
225.4,0.165614747,0.160974562
225.6,0.169731709,0.161170162
225.8,0.14269307,0.160770333
226,0.166462621,0.158853263
226.2,0.156957559,0.157805455
226.4,0.163016864,0.159950884
226.6,0.15898376,0.163277147
226.8,0.161770487,0.159596017
227,0.167992639,0.164499724
227.2,0.157928445,0.165147884
227.4,0.162834098,0.165000823
227.6,0.182511412,0.165580532
227.8,0.155621683,0.167061462
228,0.163875098,0.171253058
228.2,0.177005318,0.173225824
228.4,0.176133907,0.169761294
228.6,0.176100846,0.173133988
228.8,0.166037705,0.166168131
229,0.151713572,0.161005454
229.2,0.170539412,0.162455275
229.4,0.147954768,0.165133667
229.6,0.178175638,0.167334735
229.8,0.181685528,0.170131333
230,0.164345943,0.168678337
230.2,0.159232625,0.171597555
230.4,0.170742792,0.164304892
230.6,0.166073702,0.163156827
230.8,0.16972308,0.163779496
231,0.151267777,0.166278913
231.2,0.173061246,0.167947196
231.4,0.167242793,0.169919342
231.6,0.183085069,0.171928829
231.8,0.17303675,0.176387703
232,0.16837369,0.176393467
232.2,0.178168635,0.177374639
232.4,0.182163931,0.173953953
232.6,0.176664608,0.174172522
232.8,0.170351239,0.176646775
233,0.168657242,0.177244611
233.2,0.184500266,0.180321363
233.4,0.193231012,0.185130764
233.6,0.183635675,0.187083753
233.8,0.189277888,0.18891286
234,0.18459469,0.185929571
234.2,0.177786685,0.179699843
234.4,0.187675278,0.177391963
234.6,0.169110008,0.175931867
234.8,0.163916126,0.173691046
235,0.184110994,0.1739403
235.2,0.180511261,0.177278816
235.4,0.170182009,0.183911906
235.6,0.189366765,0.184647884
235.8,0.193279772,0.180846389
236,0.178137568,0.178732408
236.2,0.166008714,0.176560419
236.4,0.171078847,0.172891873
236.6,0.1733616,0.169564949
236.8,0.176226731,0.174450054
237,0.176678291,0.174095847
237.2,0.166883084,0.175407649
237.4,0.188073309,0.175196349
237.6,0.161825879,0.177628714
237.8,0.190773962,0.181340368
238,0.176800731,0.1830496
238.2,0.190889585,0.180450688
238.4,0.182004962,0.182520744
238.6,0.171696057,0.179020329
238.8,0.176106962,0.179574206
239,0.184368338,0.176965512
239.2,0.179651162,0.17777021
239.4,0.177787975,0.180739922
239.6,0.175685992,0.182360857
239.8,0.182786031,0.17811142
240,0.188167198,0.175450948
240.2,0.178096018,0.184041459
240.4,0.163442032,0.186616107
240.6,0.195226451,0.189985167
240.8,0.225516514,0.190932274
241,0.171750513,0.194139679
241.2,0.195330618,0.194225537
241.4,0.181429808,0.188338521
241.6,0.194802804,0.185473421
241.8,0.189417384,0.192662229
242,0.194063296,0.194491102
242.2,0.19644166,0.197906007
242.4,0.203807609,0.20284129
242.6,0.208932471,0.209131415
242.8,0.203219687,0.208432402
243,0.221749168,0.20712277
243.2,0.200858251,0.200941718
243.4,0.183700565,0.194791355
243.6,0.196548368,0.192324435
243.8,0.18335462,0.189479919
244,0.196685672,0.197232317
244.2,0.205315653,0.199113057
244.4,0.200280777,0.199935473
244.6,0.210168844,0.202668191
244.8,0.181165208,0.197155158
245,0.206304229,0.196856494
245.2,0.196739381,0.195142004
245.4,0.185351042,0.193994096
245.6,0.212293933,0.202393939
245.8,0.190220954,0.201438374
246,0.210651078,0.209238471
246.2,0.226058989,0.214217892
246.4,0.199527312,0.211273531
246.6,0.228101836,0.213609796
246.8,0.204346932,0.213995628
247,0.20276045,0.212599098
247.2,0.224814277,0.216240628
247.4,0.22615179,0.217124359
247.6,0.206982983,0.218446108
247.8,0.223189385,0.219693384
248,0.221123264,0.215417953
248.2,0.203941352,0.217019736
248.4,0.229022493,0.218912335
248.6,0.20981511,0.215877147
248.8,0.225544548,0.216352878
249,0.209629746,0.21494337
249.2,0.210442691,0.213104362
249.4,0.216300471,0.212125754
249.6,0.207551181,0.213978427
249.8,0.224158003,0.216160707
250,0.206958452,0.217412902
250.2,0.233285452,0.215891372
250.4,0.206870589,0.216947718
250.6,0.221415775,0.220320943
250.8,0.217204512,0.228021372
251,0.239111915,0.234746872
251.2,0.253041326,0.243381099
251.4,0.248839261,0.247932285
251.6,0.254800364,0.254766906
251.8,0.246604571,0.258738198
252,0.270188597,0.266866142
252.2,0.283301189,0.277541024
252.4,0.290213758,0.288965699
252.6,0.308011821,0.310246997
252.8,0.316550363,0.326122887
253,0.346087897,0.346589282
253.2,0.387244958,0.365944413
253.4,0.37345009,0.388247345
253.6,0.409757938,0.408368559
253.8,0.418538208,0.425259903
254,0.455837128,0.443508621
254.2,0.454865222,0.462255707
254.4,0.478854129,0.475324833
254.6,0.493461371,0.488054036
254.8,0.488960535,0.499212998
255,0.516042763,0.514809255
255.2,0.523253281,0.524905127
255.4,0.54376691,0.538016332
255.6,0.549245303,0.547756772
255.8,0.546583645,0.552933428
256,0.563966802,0.556413112
256.2,0.549339159,0.554155103
256.4,0.561968921,0.559861915
256.6,0.553410306,0.561154355
256.8,0.553902891,0.556900665
257,0.577449735,0.550835787
257.2,0.532179481,0.543079949
257.4,0.528294673,0.537781669
257.6,0.524667506,0.53249642
257.8,0.539914165,0.530398801
258,0.534607614,0.534049779
258.2,0.53363239,0.529641701
258.4,0.531422516,0.5267373
258.6,0.510133726,0.522054272
258.8,0.50940969,0.514199262
259,0.525593593,0.511363189
259.2,0.507464197,0.507170871
259.4,0.488995875,0.504626444
259.6,0.51481119,0.497176473
259.8,0.485874348,0.494192844
260,0.490504868,0.495433313
260.2,0.486579254,0.488553394
260.4,0.502985564,0.480901355
260.6,0.473874663,0.480378772
260.8,0.453557106,0.476843089
261,0.486632354,0.476488894
261.2,0.479758221,0.472630991
261.4,0.475237509,0.474784436
261.6,0.474682601,0.471224324
261.8,0.453617461,0.463346597
262,0.46154715,0.458083655
262.2,0.449211773,0.450883525
262.4,0.457126242,0.448375541
262.6,0.439876085,0.449988347
262.8,0.440188032,0.446540638
263,0.458676811,0.446536727
263.2,0.446566663,0.442435505
263.4,0.431220629,0.440178579
263.6,0.439030941,0.433489784
263.8,0.422963176,0.426698159
264,0.427091983,0.42697992
264.2,0.422453235,0.430100227
264.4,0.431293817,0.426031325
264.6,0.433776426,0.425603369
264.8,0.423489333,0.4186108
265,0.397948414,0.413696593
265.2,0.415013555,0.41036282
265.4,0.397125532,0.404479258
265.6,0.414813138,0.404175255
265.8,0.408255004,0.401751957
266,0.38338322,0.397076473
266.2,0.401675397,0.39598372
266.4,0.382808176,0.389031852
266.6,0.39765573,0.390006104
266.8,0.388098601,0.389224455
267,0.377742443,0.381743841
267.2,0.393518327,0.383182293
267.4,0.366657448,0.377961531
267.6,0.373372173,0.378142117
267.8,0.393849836,0.37830849
268,0.363787246,0.374549663
268.2,0.38111872,0.375813996
268.4,0.369258362,0.368654855
268.6,0.360192412,0.364000392
268.8,0.365018161,0.360382222
269,0.347749535,0.353168863
269.2,0.362988549,0.355751566
269.4,0.340384305,0.355260951
269.6,0.358846816,0.351823118
269.8,0.369526133,0.353214401
270,0.337586097,0.352715941
270.2,0.344889238,0.353140274
270.4,0.36142658,0.350219072
270.6,0.351506293,0.348302457
270.8,0.341571365,0.348312967
271,0.347514048,0.342867219
271.2,0.334230556,0.332931968
271.4,0.328190726,0.331730178
271.6,0.328759686,0.32998105
271.8,0.32011535,0.327491065
272,0.345525326,0.330262432
272.2,0.324301084,0.331005943
272.4,0.329648553,0.334118938
272.6,0.337688252,0.333942466
272.8,0.327392629,0.329972954
273,0.33710706,0.325897463
273.2,0.312198789,0.316756304
273.4,0.311607326,0.310553527
273.6,0.295718663,0.306623765
273.8,0.305346906,0.303868229
274,0.317181534,0.310941079
274.2,0.307752364,0.312533858
274.4,0.315783769,0.314714754
274.6,0.323145369,0.309220464
274.8,0.293935227,0.304460664
275,0.303085432,0.304144262
275.2,0.292482208,0.302073704
275.4,0.30981699,0.301685108
275.6,0.311226667,0.305011508
275.8,0.299625523,0.302011158
276,0.298228696,0.300103071
276.2,0.295247192,0.294972325
276.4,0.288397764,0.292989076
276.6,0.294711746,0.292381991
276.8,0.290544713,0.289205227
277,0.288409619,0.281127844
277.2,0.278650911,0.279530579
277.4,0.269401954,0.278535301
277.6,0.265784193,0.280130107
277.8,0.303380476,0.282382206
278,0.285925251,0.284543221
278.2,0.281619186,0.284075559
278.4,0.276138027,0.277910662
278.6,0.269606476,0.26830823
278.8,0.264738239,0.26594677
279,0.26008852,0.266632681
279.2,0.268759071,0.267986279
279.4,0.269337641,0.266619128
279.6,0.27377782,0.26295874
279.8,0.255503219,0.257111324
280,0.242653849,0.252906097
280.2,0.245177403,0.248977875
280.4,0.248102504,0.245041501
280.6,0.257598761,0.247081367
280.8,0.238977333,0.244026336
281,0.237422843,0.240638861
281.2,0.243743836,0.236603545
281.4,0.223345334,0.23506614
281.6,0.243159061,0.237442211
281.8,0.236812868,0.237209846
282,0.243898975,0.239215325
282.2,0.238844757,0.245330473
282.4,0.238717566,0.241048835
282.6,0.251029156,0.243001446
282.8,0.244410565,0.239262084
283,0.221112206,0.237686578
283.2,0.247806168,0.233852457
283.4,0.219782308,0.227412995
283.6,0.234268649,0.229553157
283.8,0.22321135,0.230513897
284,0.223987502,0.224833614
284.2,0.241970185,0.223916886
284.4,0.212724442,0.22267564
284.6,0.213286242,0.224203982
284.8,0.223345786,0.22242448
285,0.235641192,0.221254554
285.2,0.221276597,0.22323724
285.4,0.214936359,0.221015513
285.6,0.221829648,0.21950076
285.8,0.214557226,0.220798414
286,0.223959127,0.225140469
286.2,0.233114039,0.225531429
286.4,0.229163435,0.224785585
286.6,0.217080828,0.219884923
286.8,0.208121461,0.214230343
287,0.212577269,0.205741397
287.2,0.194204692,0.201337077
287.4,0.207537557,0.198844265
287.6,0.189087232,0.198373428
287.8,0.202935237,0.20023369
288,0.199730685,0.203266729
288.2,0.207889278,0.204158177
288.4,0.208422682,0.200636291
288.6,0.194746253,0.197006608
288.8,0.193837209,0.194717322
289,0.174163902,0.192945932
289.2,0.207141793,0.191071606
289.4,0.192294543,0.188499912
289.6,0.190146955,0.185351667
289.8,0.174615103,0.184308867
290,0.17343552,0.179518843
290.2,0.186191379,0.183490572
290.4,0.192022094,0.189555203
290.6,0.192961903,0.193275827
290.8,0.199790399,0.195353645
291,0.194767672,0.191263866
291.2,0.178591074,0.188625437
291.4,0.191179477,0.186657695
291.6,0.175871341,0.182779747
291.8,0.188759148,0.17910389
292,0.17942772,0.176251946
292.2,0.167477702,0.173640102
292.4,0.167121107,0.174601774
292.6,0.175591422,0.175908022
292.8,0.184281493,0.174706965
293,0.17719049,0.173812455
293.2,0.174644013,0.170731768
293.4,0.149333464,0.167679177
293.6,0.169606487,0.165671095
293.8,0.169274492,0.165952773
294,0.172260125,0.166608454
294.2,0.165838504,0.168615535
294.4,0.162064066,0.163261039
294.6,0.161786713,0.163528485
294.8,0.161724096,0.160271736
295,0.157228663,0.161112528
295.2,0.170234963,0.159851227
295.4,0.14736587,0.158675373
295.6,0.165373409,0.157374055
295.8,0.149702525,0.154855858
296,0.15622099,0.153438421
296.2,0.15178352,0.151808939
296.4,0.147955446,0.148852653
296.6,0.154596826,0.151190563
296.8,0.139303732,0.151817979
297,0.159588653,0.152735369
297.2,0.155792674,0.150020265
297.4,0.146482917,0.141323066
297.6,0.136011856,0.135973318
297.8,0.123774498,0.134894041
298,0.123447308,0.139994215
298.2,0.154164408,0.142997295
298.4,0.169823198,0.14659556
298.6,0.146927282,0.150201088
298.8,0.129385339,0.151503625
299,0.147462908,0.145542545
299.2,0.153166356,0.142965068
299.4,0.150776734,0.144833631
299.6,0.133659195,0.144379058
299.8,0.140930129,0.140663187
300,0.135203738,0.132688968
300.2,0.133044806,0.130073403
300.4,0.130616675,0.128541696
300.6,0.108836244,0.121730418
300.8,0.135493454,0.121829495
301,0.119033523,0.125516237
301.2,0.117365108,0.129287101
301.4,0.146621185,0.132215633
301.6,0.138276326,0.13110608
301.8,0.124594775,0.130956268
302,0.124127655,0.131924889
302.2,0.131624486,0.127922392
302.4,0.123834661,0.129264823
302.6,0.142794418,0.125414552
302.8,0.118771521,0.125639831
303,0.121597179,0.125582441
303.2,0.108602099,0.125872176
303.4,0.146295919,0.121113373
303.6,0.124338261,0.122517499
303.8,0.11560453,0.121735127
304,0.109315108,0.123304064
304.2,0.127545055,0.121034367
304.4,0.127123796,0.124637256
304.6,0.130645461,0.124408133
304.8,0.119046937,0.118012136
305,0.108230875,0.109086156
305.2,0.099052265,0.10328599
305.4,0.092749159,0.099533862
305.6,0.108174096,0.103484298
305.8,0.109151949,0.111059605
306,0.113672675,0.115259385
306.2,0.12678818,0.116231107
306.4,0.117457734,0.113642436
306.6,0.099293793,0.111177411
306.8,0.106222947,0.107315878
307,0.109303297,0.105328436
307.2,0.107127466,0.107561333
307.4,0.107699395,0.109189107
307.6,0.114092933,0.110856499
307.8,0.109087614,0.112518717
308,0.106430691,0.110113276
308.2,0.118414712,0.105245242
308.4,0.100774697,0.10085984
308.6,0.085063458,0.095394216
308.8,0.093200492,0.096140624
309,0.098867648,0.094722746
309.2,0.092187788,0.095969624
309.4,0.115293868,0.098737043
309.6,0.085001767,0.09700291
309.8,0.090061969,0.094650918
310,0.100961604,0.093635588
310.2,0.088690909,0.088111105
310.4,0.090384908,0.091103942
310.6,0.091739024,0.09353237
310.8,0.08486507,0.093202781
311,0.107572057,0.09894616
311.2,0.10761881,0.102586474
311.4,0.093009713,0.104631272
311.6,0.11360739,0.1045941
311.8,0.099185797,0.099057927
312,0.095178108,0.094278093
312.2,0.091505014,0.096141565
312.4,0.08734042,0.090410599
312.6,0.090975629,0.091649706
312.8,0.108920816,0.092921739
313,0.077361012,0.096300872
313.2,0.103235679,0.097951823
313.4,0.098821579,0.097418963
313.6,0.102375472,0.095743722
313.8,0.091036066,0.096017545
314,0.092022096,0.093416892
314.2,0.09047112,0.091390635
314.4,0.088239606,0.090366412
314.6,0.101287219,0.089791792
314.8,0.081854844,0.092207264
315,0.093584318,0.094436264
315.2,0.090592719,0.094860981
315.4,0.106769252,0.091136108
315.6,0.088380128,0.088016976
315.8,0.08123102,0.089187827
316,0.075836386,0.085889438
316.2,0.086186789,0.084720424
316.4,0.110623794,0.087220101
316.6,0.068332381,0.086764027
316.8,0.094503671,0.089567243
317,0.082602088,0.087562375
317.2,0.085901842,0.088745218
317.4,0.105107298,0.094957449
317.6,0.085057036,0.092566636
317.8,0.099155659,0.089461221
318,0.082331937,0.085437756
318.2,0.077486192,0.079348379
318.4,0.070640382,0.079820237
318.6,0.08579713,0.075465025
318.8,0.076240245,0.078553572
319,0.084132495,0.081412299
319.2,0.071940887,0.082010725
319.4,0.092468724,0.082226757
319.6,0.082836509,0.083035361
319.8,0.077771048,0.080898349
320,0.087952403,0.084628644
320.2,0.077640415,0.085646873
320.4,0.085654627,0.089818458
320.6,0.10463741,0.087581819
320.8,0.088194071,0.088381306
321,0.082745299,0.090845509
321.2,0.072663637,0.088372804
321.4,0.104786295,0.083335543
321.6,0.085115268,0.078965192
321.8,0.071944315,0.079710697
322,0.068200194,0.080625088
322.2,0.070331952,0.077213984
322.4,0.100428089,0.077511099
322.6,0.077420143,0.073407078
322.8,0.063975201,0.068573037
323,0.053859542,0.064895755
323.2,0.053689536,0.058468215
323.4,0.072744049,0.064815809
323.6,0.076415029,0.071955602
323.8,0.066472649,0.076983393
324,0.089468908,0.076698084
324.2,0.074306831,0.074155843
324.4,0.068498744,0.074585699
324.6,0.067191661,0.075146502
324.8,0.078416993,0.070508037
325,0.077966084,0.069982172
325.2,0.067524989,0.070870633
325.4,0.06093088,0.071938092
325.6,0.071293848,0.071709003
325.8,0.081353148,0.072504574
326,0.07586527,0.072517919
326.2,0.068372222,0.069256648
326.4,0.062814023,0.067577928
326.6,0.058483372,0.062133859
326.8,0.061598255,0.060248622
327,0.074234409,0.061544497
327.2,0.047040982,0.061934812
327.4,0.066180499,0.062358081
327.6,0.069454195,0.064624377
327.8,0.062257113,0.070359186
328,0.073009487,0.074810116
328.2,0.0842952,0.075853127
328.4,0.081572231,0.074751865
328.6,0.058259585,0.071479441
328.8,0.075456147,0.065913887
329,0.054183941,0.060964364
329.2,0.057373125,0.060080242
329.4,0.063035276,0.058692601
329.6,0.059335789,0.057787581
329.8,0.058089422,0.056256357
330,0.048051001,0.053783256
330.2,0.064175319,0.054076539
330.4,0.041743118,0.058726106
330.6,0.068662951,0.065225371
330.8,0.075923323,0.07040275
331,0.078894053,0.073623156
331.2,0.075099804,0.077567601
331.4,0.067713335,0.072992956
331.6,0.075179195,0.070791405
331.8,0.067188326,0.068693066
332,0.06418486,0.065872703
332.2,0.069789777,0.064426747
332.4,0.061273017,0.066980252
332.6,0.058892268,0.06477166
332.8,0.070673745,0.062244016
333,0.07365943,0.057791452
333.2,0.035432914,0.058938105
333.4,0.057891837,0.055224339
333.6,0.055255559,0.05442475
333.8,0.068868347,0.05693788
334,0.047274577,0.063062907
334.2,0.07281409,0.06315941
334.4,0.063099213,0.064677693
334.6,0.065587731,0.069334278
334.8,0.070141859,0.070387544
335,0.069048308,0.066288546
335.2,0.076462489,0.0613889
335.4,0.041294908,0.060392492
335.6,0.056993301,0.05605632
335.8,0.047545388,0.051462454
336,0.071716003,0.051634385
336.2,0.040388974,0.054670807
336.4,0.049955951,0.054803711
336.6,0.065388982,0.056679557
336.8,0.052906658,0.056447591
337,0.066672634,0.063172693
337.2,0.060106205,0.063626769
337.4,0.063905411,0.064574544
337.6,0.069520762,0.066964557
337.8,0.06240356,0.065121382
338,0.067351755,0.061946601
338.2,0.057046503,0.055741449
338.4,0.049785013,0.051863343
338.6,0.042160147,0.048565831
338.8,0.047143093,0.047086999
339,0.05638664,0.050057348
339.2,0.046784209,0.052538383
339.4,0.057818129,0.053649658
339.6,0.056466185,0.053741096
339.8,0.048777694,0.052125614
340,0.050445982,0.054176719
340.2,0.056000616,0.05075867
340.4,0.049946674,0.052874447
340.6,0.058055626,0.054317463
340.8,0.043304057,0.051640591
341,0.064242341,0.049365069
341.2,0.044982651,0.0512373
341.4,0.043553905,0.054903203
341.6,0.060318781,0.060236103
341.8,0.070710693,0.059037803
342,0.068299825,0.062278018
342.2,0.056179631,0.06150449
342.4,0.048052171,0.060556724
342.6,0.062981403,0.05831594
342.8,0.060422415,0.059580753
343,0.065705019,0.05296244
343.2,0.044974455,0.048267537
343.4,0.045569766,0.0448378
343.6,0.017574708,0.04585609
343.8,0.062200144,0.045486316
344,0.061803051,0.049803003
344.2,0.051694651,0.050323708
344.4,0.038227315,0.049979949
344.6,0.048914294,0.046055718
344.8,0.04032369,0.045589744
345,0.048282061,0.045556433
345.2,0.062073875,0.0492915
345.4,0.038856786,0.051203515
345.6,0.046574875,0.053630474
345.8,0.06568044,0.054859107
346,0.055815077,0.053027862
346.2,0.052135761,0.055899878
346.4,0.05528617,0.053986048
346.6,0.043313163,0.053508126
346.8,0.058339855,0.049298314
347,0.05076998,0.045522094
347.2,0.049982127,0.043434968
347.4,0.021242877,0.047622678
347.6,0.052156118,0.046885281
347.8,0.059820897,0.050650707
348,0.066493921,0.057936268
348.2,0.043766522,0.059221313
348.4,0.060242609,0.052227143
348.6,0.059455478,0.050087988
348.8,0.028442222,0.047973575
349,0.051425194,0.048268105
349.2,0.058500395,0.047551183
349.4,0.044413682,0.049687153
349.6,0.050137109,0.054662272
349.8,0.059817712,0.054485042
350,0.052943954,0.056300106
350.2,0.058972135,0.05756196
350.4,0.059724067,0.056390396
350.6,0.053182761,0.052583545
350.8,0.04549754,0.049444897
351,0.051420593,0.049564204
351.2,0.042741814,0.049291351
351.4,0.050556955,0.050542727
351.6,0.063281829,0.049462343
351.8,0.041853596,0.046620789
352,0.045759597,0.047905269
352.2,0.039582021,0.049132925
352.4,0.050863799,0.04759471
352.6,0.063536333,0.053821007
352.8,0.056315707,0.056076232
353,0.044103501,0.058178085
353.2,0.068114047,0.055538534
353.4,0.051558346,0.053551539
353.6,0.054129416,0.052204892
353.8,0.048073845,0.055477266
354,0.055087123,0.053705883
354.2,0.05204653,0.05604928
354.4,0.070607622,0.05498915
354.6,0.046443886,0.055395245
354.8,0.050331538,0.051416252
355,0.046514166,0.048845542
355.2,0.051460986,0.04302793
355.4,0.038123438,0.044376301
355.6,0.04658891,0.043980603
355.8,0.038271987,0.047784906
356,0.054777931,0.046546656
356.2,0.052186788,0.050906242
356.4,0.056321337,0.050094037
356.6,0.035609386,0.05335563
356.8,0.063308219,0.051065126
357,0.044684767,0.050942109
357.2,0.060981762,0.047082691
357.4,0.039557809,0.051576405
357.6,0.046853992,0.046737359
357.8,0.040975505,0.048320159
358,0.069366101,0.047016299
358.2,0.033013616,0.050439442
358.4,0.055177427,0.051926191
358.6,0.049981776,0.052871998
358.8,0.056162376,0.050838504
359,0.056213897,0.054039243
359.2,0.048314175,0.049917749
359.4,0.048321609,0.05067382
359.6,0.048696652,0.051415674
359.8,0.050955794,0.052648134
360,0.062302649,0.054259488
360.2,0.055829439,0.05514458
360.4,0.050491164,0.055423002
360.6,0.052538525,0.052879861
360.8,0.055908869,0.053869951
361,0.05392413,0.055223957
361.2,0.051622559,0.056763856
361.4,0.068352256,0.056881473
361.6,0.048393866,0.057184127
361.8,0.055152354,0.051477996
362,0.050065218,0.04590101
362.2,0.044207664,0.0412287
362.4,0.022882658,0.039710601
362.6,0.046660262,0.040217945
362.8,0.048668641,0.044752373
363,0.043703696,0.050955649
363.2,0.062006193,0.055652325
363.4,0.055510646,0.051221715
363.6,0.05088845,0.049857509
363.8,0.041585913,0.047699918
364,0.037994759,0.043802178
364.2,0.052330453,0.045239428
364.4,0.045286756,0.046071264
364.6,0.048795602,0.049927609
364.8,0.052564855,0.049630134
365,0.044852017,0.04781767
365.2,0.055407714,0.051201038
365.4,0.04067127,0.048864827
365.6,0.053569303,0.049429864
365.8,0.057388533,0.049181333
366,0.034983854,0.047674456
366.2,0.056425932,0.048438942
366.4,0.041753342,0.047332809
366.6,0.048193296,0.043888042
366.8,0.04739782,0.047565061
